branch,order_id,order_dt,category,menu,sweet_level,price,cost,qty,revenue,gross_profit,gross_margin,trans_type,payment,gender,membership,member_id,time_of_day,is_holiday,is_weekend,order_wait_time,order_wait_time_cat,date,day_name,iso_week_number
alpha,alpha032593,3/1/2024 10:16:00,tea,Green Tea,0,65,24.7,4,260,161.2,0.62,to go,cash,M,TRUE,1701,morning,FALSE,FALSE,9.283028323,long,3/1/2024,Wednesday,1
alpha,alpha032594,3/1/2024 10:26:00,tea,Bubble Tea,0.5,70,17.5,2,140,105,0.75,to go,cash,M,TRUE,877,morning,FALSE,FALSE,9.664056871,long,3/1/2024,Wednesday,1
alpha,alpha032594,3/1/2024 10:26:00,coffee,Cappuccino,0.25,75,27.75,1,75,47.25,0.63,delivery,mobile,M,TRUE,1661,morning,FALSE,FALSE,9.664056871,long,3/1/2024,Wednesday,1
alpha,alpha032595,3/1/2024 10:29:00,coffee,Iced Americano,0,45,13.5,1,45,31.5,0.7,to go,mobile,M,FALSE,,morning,FALSE,FALSE,3.299488829,short,3/1/2024,Wednesday,1
alpha,alpha032596,3/1/2024 10:31:00,smoothie,Watermelon Smoothie,0.25,75,30,3,225,135,0.6,eat in,credit card,F,TRUE,23,morning,FALSE,FALSE,13.21672799,very long,3/1/2024,Wednesday,1
alpha,alpha032596,3/1/2024 10:31:00,bakery,Donut,,40,12,3,120,84,0.7,eat in,credit card,F,TRUE,23,morning,FALSE,FALSE,13.21672799,very long,3/1/2024,Wednesday,1
alpha,alpha032597,3/1/2024 10:33:00,bakery,Cheesecake,,120,72,1,120,48,0.4,eat in,credit card,F,TRUE,15,morning,FALSE,FALSE,2.759119715,short,3/1/2024,Wednesday,1
alpha,alpha032598,3/1/2024 10:35:00,smoothie,Mango Smoothie,0,90,31.5,1,90,58.5,0.65,to go,credit card,F,FALSE,,morning,FALSE,FALSE,1.388045756,very short,3/1/2024,Wednesday,1
alpha,alpha032599,3/1/2024 10:38:00,coffee,Mocha,0.25,70,30.1,1,70,39.9,0.57,to go,mobile,M,FALSE,,morning,FALSE,FALSE,2.760334402,short,3/1/2024,Wednesday,1
alpha,alpha032600,3/1/2024 10:40:00,coffee,Nitro Flat White,0.25,155,74.4,1,155,80.6,0.52,to go,mobile,M,FALSE,,morning,FALSE,FALSE,3.534639723,short,3/1/2024,Wednesday,1
alpha,alpha032601,3/1/2024 10:44:00,coffee,Americano,0.25,45,14.4,3,135,91.8,0.68,eat in,credit card,F,TRUE,1643,morning,FALSE,FALSE,6.747258575,moderate,3/1/2024,Wednesday,1
alpha,alpha032602,3/1/2024 10:45:00,smoothie,Watermelon Smoothie,0.5,75,30,2,150,90,0.6,eat in,credit card,F,TRUE,893,morning,FALSE,FALSE,2.354882138,short,3/1/2024,Wednesday,1
alpha,alpha032603,3/1/2024 10:51:00,coffee,Iced Latte,0.5,65,22.75,1,65,42.25,0.65,to go,mobile,M,TRUE,51,morning,FALSE,FALSE,10.93279513,long,3/1/2024,Wednesday,1
alpha,alpha032603,3/1/2024 10:51:00,bakery,Sandwich,,80,28,1,80,52,0.65,to go,mobile,M,TRUE,51,morning,FALSE,FALSE,10.93279513,long,3/1/2024,Wednesday,1
alpha,alpha032604,3/1/2024 10:53:00,bakery,Donut,,40,12,3,120,84,0.7,to go,mobile,F,FALSE,,morning,FALSE,FALSE,10.38963776,long,3/1/2024,Wednesday,1
alpha,alpha032604,3/1/2024 10:53:00,coffee,Iced Latte,0.25,65,22.75,3,195,126.75,0.65,to go,mobile,F,FALSE,,morning,FALSE,FALSE,10.38963776,long,3/1/2024,Wednesday,1
alpha,alpha032605,3/1/2024 10:56:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,cash,M,TRUE,3,morning,FALSE,FALSE,14.67136291,very long,3/1/2024,Wednesday,1
alpha,alpha032605,3/1/2024 10:56:00,smoothie,Watermelon Smoothie,0.75,75,30,1,75,45,0.6,to go,cash,M,TRUE,3,morning,FALSE,FALSE,14.67136291,very long,3/1/2024,Wednesday,1
alpha,alpha032606,3/1/2024 11:03:00,smoothie,Mango Smoothie,0.25,90,31.5,3,270,175.5,0.65,to go,mobile,F,TRUE,42,noon,FALSE,FALSE,24.56636515,very long,3/1/2024,Wednesday,1
alpha,alpha032606,3/1/2024 11:03:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,mobile,F,FALSE,,noon,FALSE,FALSE,24.56636515,very long,3/1/2024,Wednesday,1
alpha,alpha032606,3/1/2024 11:03:00,tea,Thai Tea,0.25,70,17.5,1,70,52.5,0.75,to go,mobile,F,FALSE,,noon,FALSE,FALSE,24.56636515,very long,3/1/2024,Wednesday,1
alpha,alpha032607,3/1/2024 11:07:00,coffee,Nitro Flat White,0,155,74.4,1,155,80.6,0.52,to go,credit card,M,FALSE,,noon,FALSE,FALSE,4.598868131,short,3/1/2024,Wednesday,1
alpha,alpha032608,3/1/2024 11:17:00,tea,Bubble Tea,0.5,70,17.5,1,70,52.5,0.75,to go,mobile,F,FALSE,,noon,FALSE,FALSE,2.792111708,short,3/1/2024,Wednesday,1
alpha,alpha032609,3/1/2024 11:40:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,to go,credit card,M,TRUE,1631,noon,FALSE,FALSE,4.456615066,short,3/1/2024,Wednesday,1
alpha,alpha032610,3/1/2024 11:42:00,coffee,Nitro Flat White,0,155,74.4,1,155,80.6,0.52,eat in,credit card,F,TRUE,1627,noon,FALSE,FALSE,5.736027211,moderate,3/1/2024,Wednesday,1
alpha,alpha032611,3/1/2024 12:06:00,coffee,Americano,0.5,45,14.4,1,45,30.6,0.68,eat in,mobile,M,TRUE,1701,noon,FALSE,FALSE,5.462548925,moderate,3/1/2024,Wednesday,1
alpha,alpha032612,3/1/2024 12:07:00,tea,Yuzu Tea,0.25,70,24.5,2,140,91,0.65,delivery,credit card,M,TRUE,31,noon,FALSE,FALSE,13.31209492,very long,3/1/2024,Wednesday,1
alpha,alpha032612,3/1/2024 12:07:00,coffee,Americano,0.5,45,14.4,3,135,91.8,0.68,delivery,credit card,M,TRUE,31,noon,FALSE,FALSE,13.31209492,very long,3/1/2024,Wednesday,1
alpha,alpha032612,3/1/2024 12:07:00,bakery,Croissant,,85,46.75,2,170,76.5,0.45,delivery,credit card,M,TRUE,31,noon,FALSE,FALSE,13.31209492,very long,3/1/2024,Wednesday,1
alpha,alpha032613,3/1/2024 12:25:00,coffee,Americano,0.25,45,14.4,1,45,30.6,0.68,to go,mobile,F,FALSE,,noon,FALSE,FALSE,6.663299481,moderate,3/1/2024,Wednesday,1
alpha,alpha032614,3/1/2024 12:26:00,tea,Thai Tea,1,70,17.5,1,70,52.5,0.75,to go,cash,M,TRUE,1671,noon,FALSE,FALSE,7.386260115,moderate,3/1/2024,Wednesday,1
alpha,alpha032615,3/1/2024 12:29:00,coffee,Mocha Cold Brew,0.25,165,79.2,1,165,85.8,0.52,to go,mobile,F,FALSE,,noon,FALSE,FALSE,6.439517644,moderate,3/1/2024,Wednesday,1
alpha,alpha032616,3/1/2024 12:45:00,coffee,Mocha Cold Brew,0.25,165,79.2,1,165,85.8,0.52,to go,credit card,F,TRUE,54,noon,FALSE,FALSE,4.546591089,short,3/1/2024,Wednesday,1
alpha,alpha032617,3/1/2024 12:50:00,coffee,Latte,0,65,27.95,1,65,37.05,0.57,eat in,mobile,M,FALSE,,noon,FALSE,FALSE,5.915563033,moderate,3/1/2024,Wednesday,1
alpha,alpha032618,3/1/2024 13:03:00,bakery,Muffin,,60,27,1,60,33,0.55,eat in,credit card,F,TRUE,1662,afternoon,FALSE,FALSE,6.721279529,moderate,3/1/2024,Wednesday,1
alpha,alpha032618,3/1/2024 13:03:00,smoothie,Kiwi Smoothie,0.75,90,40.5,1,90,49.5,0.55,eat in,credit card,F,TRUE,1662,afternoon,FALSE,FALSE,6.721279529,moderate,3/1/2024,Wednesday,1
alpha,alpha032619,3/1/2024 13:04:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,M,TRUE,892,afternoon,FALSE,FALSE,2.014352023,short,3/1/2024,Wednesday,1
alpha,alpha032620,3/1/2024 13:08:00,coffee,Latte,0.25,65,27.95,3,195,111.15,0.57,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,5.974248995,moderate,3/1/2024,Wednesday,1
alpha,alpha032621,3/1/2024 13:13:00,coffee,Latte,0.25,65,27.95,9,585,333.45,0.57,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,18.89210351,very long,3/1/2024,Wednesday,1
alpha,alpha032622,3/1/2024 13:37:00,tea,Bubble Tea,0.25,70,17.5,3,210,157.5,0.75,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,5.214551867,moderate,3/1/2024,Wednesday,1
alpha,alpha032623,3/1/2024 13:53:00,tea,Yuzu Tea,0.5,70,24.5,1,70,45.5,0.65,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,2.480808382,short,3/1/2024,Wednesday,1
alpha,alpha032624,3/1/2024 14:14:00,smoothie,Kiwi Smoothie,0.5,90,40.5,3,270,148.5,0.55,delivery,credit card,M,TRUE,838,afternoon,FALSE,FALSE,10.27641889,long,3/1/2024,Wednesday,1
alpha,alpha032624,3/1/2024 14:14:00,coffee,Latte,0.5,65,27.95,1,65,37.05,0.57,delivery,credit card,M,TRUE,838,afternoon,FALSE,FALSE,10.27641889,long,3/1/2024,Wednesday,1
alpha,alpha032625,3/1/2024 14:19:00,bakery,Muffin,,60,27,3,180,99,0.55,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,13.4764064,very long,3/1/2024,Wednesday,1
alpha,alpha032625,3/1/2024 14:19:00,smoothie,Strawberry Smoothie,0.25,85,25.5,3,255,178.5,0.7,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,13.4764064,very long,3/1/2024,Wednesday,1
alpha,alpha032626,3/1/2024 14:20:00,tea,Black Tea,0.5,40,8,4,160,128,0.8,delivery,cash,M,TRUE,35,afternoon,FALSE,FALSE,18.90411589,very long,3/1/2024,Wednesday,1
alpha,alpha032626,3/1/2024 14:20:00,tea,Yuzu Tea,0,70,24.5,3,210,136.5,0.65,delivery,cash,M,TRUE,35,afternoon,FALSE,FALSE,18.90411589,very long,3/1/2024,Wednesday,1
alpha,alpha032627,3/1/2024 14:23:00,bakery,Muffin,,60,27,2,120,66,0.55,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,3.220946768,short,3/1/2024,Wednesday,1
alpha,alpha032628,3/1/2024 14:36:00,coffee,Cappuccino,0.25,75,27.75,1,75,47.25,0.63,delivery,credit card,F,TRUE,10,afternoon,FALSE,FALSE,10.36257157,long,3/1/2024,Wednesday,1
alpha,alpha032628,3/1/2024 14:36:00,coffee,Americano,0.25,45,14.4,2,90,61.2,0.68,delivery,credit card,F,TRUE,10,afternoon,FALSE,FALSE,10.36257157,long,3/1/2024,Wednesday,1
alpha,alpha032628,3/1/2024 14:36:00,bakery,Donut,,40,12,1,40,28,0.7,delivery,credit card,F,TRUE,10,afternoon,FALSE,FALSE,10.36257157,long,3/1/2024,Wednesday,1
alpha,alpha032629,3/1/2024 14:48:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,delivery,mobile,F,TRUE,67,afternoon,FALSE,FALSE,2.569954349,short,3/1/2024,Wednesday,1
alpha,alpha032630,3/1/2024 14:58:00,tea,Black Tea,0.25,40,8,1,40,32,0.8,to go,mobile,F,TRUE,860,afternoon,FALSE,FALSE,3.716307212,short,3/1/2024,Wednesday,1
alpha,alpha032631,3/1/2024 15:03:00,coffee,Americano,0.5,45,14.4,3,135,91.8,0.68,eat in,mobile,F,FALSE,,afternoon,FALSE,FALSE,4.892285389,short,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,tea,Thai Tea,0.5,70,17.5,2,140,105,0.75,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,bakery,Donut,,40,12,1,40,28,0.7,delivery,mobile,M,TRUE,848,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,coffee,Iced Latte,0.75,65,22.75,1,65,42.25,0.65,delivery,mobile,M,TRUE,848,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,bakery,Sandwich,,80,28,1,80,52,0.65,delivery,mobile,M,TRUE,848,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,coffee,Latte,0.25,65,27.95,2,130,74.1,0.57,to go,credit card,M,TRUE,51,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032632,3/1/2024 15:05:00,tea,Yuzu Tea,0,70,24.5,1,70,45.5,0.65,eat in,credit card,F,TRUE,1703,afternoon,FALSE,FALSE,17.70639554,very long,3/1/2024,Wednesday,1
alpha,alpha032633,3/1/2024 15:12:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,13.47269012,very long,3/1/2024,Wednesday,1
alpha,alpha032633,3/1/2024 15:12:00,tea,Thai Tea,0.75,70,17.5,1,70,52.5,0.75,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,13.47269012,very long,3/1/2024,Wednesday,1
alpha,alpha032633,3/1/2024 15:12:00,tea,Green Tea,0.75,65,24.7,1,65,40.3,0.62,eat in,mobile,F,TRUE,863,afternoon,FALSE,FALSE,13.47269012,very long,3/1/2024,Wednesday,1
alpha,alpha032634,3/1/2024 15:19:00,smoothie,Kiwi Smoothie,0.25,90,40.5,3,270,148.5,0.55,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,4.621841766,short,3/1/2024,Wednesday,1
alpha,alpha032635,3/1/2024 15:20:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.420158989,short,3/1/2024,Wednesday,1
alpha,alpha032636,3/1/2024 15:22:00,tea,Green Tea,0.25,65,24.7,3,195,120.9,0.62,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.112356794,moderate,3/1/2024,Wednesday,1
alpha,alpha032636,3/1/2024 15:22:00,bakery,Cookie,,85,29.75,3,255,165.75,0.65,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.112356794,moderate,3/1/2024,Wednesday,1
alpha,alpha032637,3/1/2024 15:23:00,coffee,Iced Americano,0.75,45,13.5,3,135,94.5,0.7,to go,cash,F,TRUE,10,afternoon,FALSE,FALSE,12.45348905,very long,3/1/2024,Wednesday,1
alpha,alpha032637,3/1/2024 15:23:00,bakery,Muffin,,60,27,3,180,99,0.55,to go,cash,F,TRUE,10,afternoon,FALSE,FALSE,12.45348905,very long,3/1/2024,Wednesday,1
alpha,alpha032638,3/1/2024 15:24:00,coffee,Latte,0.75,65,27.95,2,130,74.1,0.57,eat in,mobile,M,FALSE,,afternoon,FALSE,FALSE,3.457999319,short,3/1/2024,Wednesday,1
alpha,alpha032639,3/1/2024 15:27:00,tea,Thai Tea,0.25,70,17.5,1,70,52.5,0.75,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,3.10477922,short,3/1/2024,Wednesday,1
alpha,alpha032640,3/1/2024 15:36:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.014352023,short,3/1/2024,Wednesday,1
alpha,alpha032641,3/1/2024 15:38:00,smoothie,Watermelon Smoothie,0.25,75,30,1,75,45,0.6,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,2.556764886,short,3/1/2024,Wednesday,1
alpha,alpha032642,3/1/2024 15:44:00,bakery,Sandwich,,80,28,1,80,52,0.65,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,6.839255679,moderate,3/1/2024,Wednesday,1
alpha,alpha032642,3/1/2024 15:44:00,coffee,Mocha Cold Brew,0.25,165,79.2,1,165,85.8,0.52,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,6.839255679,moderate,3/1/2024,Wednesday,1
alpha,alpha032643,3/1/2024 15:54:00,coffee,Cappuccino,0.25,75,27.75,3,225,141.75,0.63,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,5.494446001,moderate,3/1/2024,Wednesday,1
alpha,alpha032644,3/1/2024 15:55:00,tea,Yuzu Tea,0.75,70,24.5,3,210,136.5,0.65,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,4.869954349,short,3/1/2024,Wednesday,1
alpha,alpha032645,3/1/2024 15:58:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,delivery,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.014352023,short,3/1/2024,Wednesday,1
alpha,alpha032646,3/1/2024 16:09:00,coffee,Americano,0.5,45,14.4,2,90,61.2,0.68,delivery,cash,F,TRUE,1638,afternoon,FALSE,FALSE,12.89161167,very long,3/1/2024,Wednesday,1
alpha,alpha032646,3/1/2024 16:09:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,delivery,cash,F,TRUE,1638,afternoon,FALSE,FALSE,12.89161167,very long,3/1/2024,Wednesday,1
alpha,alpha032647,3/1/2024 16:10:00,bakery,Muffin,,60,27,1,60,33,0.55,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.903040241,moderate,3/1/2024,Wednesday,1
alpha,alpha032647,3/1/2024 16:10:00,coffee,Iced Americano,0.25,45,13.5,1,45,31.5,0.7,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.903040241,moderate,3/1/2024,Wednesday,1
alpha,alpha032648,3/1/2024 16:16:00,tea,Bubble Tea,0.5,70,17.5,2,140,105,0.75,eat in,mobile,F,TRUE,1679,afternoon,FALSE,FALSE,2.778734672,short,3/1/2024,Wednesday,1
alpha,alpha032649,3/1/2024 16:21:00,bakery,Cheesecake,,120,72,3,360,144,0.4,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,24.56441994,very long,3/1/2024,Wednesday,1
alpha,alpha032649,3/1/2024 16:21:00,coffee,Mocha,0.5,70,30.1,3,210,119.7,0.57,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,24.56441994,very long,3/1/2024,Wednesday,1
alpha,alpha032649,3/1/2024 16:21:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,24.56441994,very long,3/1/2024,Wednesday,1
alpha,alpha032649,3/1/2024 16:21:00,bakery,Cookie,,85,29.75,3,255,165.75,0.65,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,24.56441994,very long,3/1/2024,Wednesday,1
alpha,alpha032649,3/1/2024 16:21:00,bakery,Donut,,40,12,1,40,28,0.7,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,24.56441994,very long,3/1/2024,Wednesday,1
alpha,alpha032650,3/1/2024 16:23:00,bakery,Donut,,40,12,4,160,112,0.7,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,15.7395228,very long,3/1/2024,Wednesday,1
alpha,alpha032650,3/1/2024 16:23:00,coffee,Iced Latte,0.25,65,22.75,4,260,169,0.65,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,15.7395228,very long,3/1/2024,Wednesday,1
alpha,alpha032651,3/1/2024 16:24:00,coffee,Iced Americano,0.75,45,13.5,1,45,31.5,0.7,eat in,credit card,F,TRUE,862,afternoon,FALSE,FALSE,4.477238447,short,3/1/2024,Wednesday,1
alpha,alpha032652,3/1/2024 16:26:00,bakery,Sandwich,,80,28,2,160,104,0.65,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.816843803,moderate,3/1/2024,Wednesday,1
alpha,alpha032652,3/1/2024 16:26:00,coffee,Americano,0.5,45,14.4,3,135,91.8,0.68,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,7.816843803,moderate,3/1/2024,Wednesday,1
alpha,alpha032653,3/1/2024 16:27:00,coffee,Latte,0.75,65,27.95,4,260,148.2,0.57,delivery,cash,F,FALSE,,afternoon,FALSE,FALSE,7.429134266,moderate,3/1/2024,Wednesday,1
alpha,alpha032654,3/1/2024 16:28:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,to go,cash,F,FALSE,,afternoon,FALSE,FALSE,15.78521541,very long,3/1/2024,Wednesday,1
alpha,alpha032654,3/1/2024 16:28:00,bakery,Donut,,40,12,1,40,28,0.7,to go,cash,F,FALSE,,afternoon,FALSE,FALSE,15.78521541,very long,3/1/2024,Wednesday,1
alpha,alpha032654,3/1/2024 16:28:00,bakery,Sandwich,,80,28,1,80,52,0.65,to go,cash,F,FALSE,,afternoon,FALSE,FALSE,15.78521541,very long,3/1/2024,Wednesday,1
alpha,alpha032654,3/1/2024 16:28:00,tea,Thai Tea,0.25,70,17.5,2,140,105,0.75,eat in,credit card,F,FALSE,,afternoon,FALSE,FALSE,15.78521541,very long,3/1/2024,Wednesday,1
alpha,alpha032655,3/1/2024 16:33:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,delivery,mobile,F,TRUE,60,afternoon,FALSE,FALSE,13.00145971,very long,3/1/2024,Wednesday,1
alpha,alpha032655,3/1/2024 16:33:00,smoothie,Watermelon Smoothie,0.25,75,30,2,150,90,0.6,delivery,mobile,F,TRUE,60,afternoon,FALSE,FALSE,13.00145971,very long,3/1/2024,Wednesday,1
alpha,alpha032655,3/1/2024 16:33:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,delivery,mobile,F,TRUE,60,afternoon,FALSE,FALSE,13.00145971,very long,3/1/2024,Wednesday,1
alpha,alpha032656,3/1/2024 16:34:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,6.90558204,moderate,3/1/2024,Wednesday,1
alpha,alpha032656,3/1/2024 16:34:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,6.90558204,moderate,3/1/2024,Wednesday,1
alpha,alpha032657,3/1/2024 16:36:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,4.978840176,short,3/1/2024,Wednesday,1
alpha,alpha032657,3/1/2024 16:36:00,tea,Green Tea,0.25,65,24.7,2,130,80.6,0.62,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,4.978840176,short,3/1/2024,Wednesday,1
alpha,alpha032658,3/1/2024 16:37:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,2.51928326,short,3/1/2024,Wednesday,1
alpha,alpha032659,3/1/2024 16:41:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,eat in,mobile,M,TRUE,35,afternoon,FALSE,FALSE,13.411882,very long,3/1/2024,Wednesday,1
alpha,alpha032659,3/1/2024 16:41:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,mobile,M,TRUE,35,afternoon,FALSE,FALSE,13.411882,very long,3/1/2024,Wednesday,1
alpha,alpha032659,3/1/2024 16:41:00,bakery,Donut,,40,12,3,120,84,0.7,to go,mobile,F,TRUE,5,afternoon,FALSE,FALSE,13.411882,very long,3/1/2024,Wednesday,1
alpha,alpha032660,3/1/2024 16:46:00,bakery,Sandwich,,80,28,3,240,156,0.65,eat in,mobile,F,TRUE,886,afternoon,FALSE,FALSE,10.96476741,long,3/1/2024,Wednesday,1
alpha,alpha032660,3/1/2024 16:46:00,bakery,Donut,,40,12,3,120,84,0.7,eat in,mobile,F,TRUE,886,afternoon,FALSE,FALSE,10.96476741,long,3/1/2024,Wednesday,1
alpha,alpha032661,3/1/2024 16:48:00,coffee,Mocha,0.25,70,30.1,1,70,39.9,0.57,delivery,credit card,M,FALSE,,afternoon,FALSE,FALSE,9.312078675,long,3/1/2024,Wednesday,1
alpha,alpha032661,3/1/2024 16:48:00,smoothie,Strawberry Smoothie,0.5,85,25.5,3,255,178.5,0.7,delivery,credit card,M,FALSE,,afternoon,FALSE,FALSE,9.312078675,long,3/1/2024,Wednesday,1
alpha,alpha032662,3/1/2024 16:51:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.86694096,short,3/1/2024,Wednesday,1
alpha,alpha032663,3/1/2024 16:52:00,coffee,Americano,0,45,14.4,1,45,30.6,0.68,eat in,credit card,F,FALSE,,afternoon,FALSE,FALSE,2.399448106,short,3/1/2024,Wednesday,1
alpha,alpha032664,3/1/2024 16:55:00,coffee,Americano,0.25,45,14.4,2,90,61.2,0.68,to go,mobile,F,TRUE,13,afternoon,FALSE,FALSE,1.877243999,very short,3/1/2024,Wednesday,1
alpha,alpha032665,3/1/2024 16:57:00,coffee,Iced Americano,0,45,13.5,1,45,31.5,0.7,to go,cash,F,TRUE,1666,afternoon,FALSE,FALSE,5.388718512,moderate,3/1/2024,Wednesday,1
alpha,alpha032666,3/1/2024 17:03:00,coffee,Nitro Flat White,0,155,74.4,1,155,80.6,0.52,to go,mobile,M,TRUE,3,evening,FALSE,FALSE,6.89930023,moderate,3/1/2024,Wednesday,1
alpha,alpha032666,3/1/2024 17:03:00,bakery,Donut,,40,12,1,40,28,0.7,to go,mobile,M,TRUE,3,evening,FALSE,FALSE,6.89930023,moderate,3/1/2024,Wednesday,1
alpha,alpha032667,3/1/2024 17:27:00,tea,Green Tea,0,65,24.7,1,65,40.3,0.62,eat in,mobile,M,FALSE,,evening,FALSE,FALSE,4.609553915,short,3/1/2024,Wednesday,1
alpha,alpha032668,3/1/2024 17:31:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,eat in,credit card,F,TRUE,1659,evening,FALSE,FALSE,8.438967944,long,3/1/2024,Wednesday,1
alpha,alpha032668,3/1/2024 17:31:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,eat in,credit card,F,TRUE,1659,evening,FALSE,FALSE,8.438967944,long,3/1/2024,Wednesday,1
alpha,alpha032669,3/1/2024 17:36:00,smoothie,Watermelon Smoothie,0.25,75,30,1,75,45,0.6,to go,credit card,M,FALSE,,evening,FALSE,FALSE,3.35619863,short,3/1/2024,Wednesday,1
alpha,alpha032670,3/1/2024 17:56:00,tea,Green Tea,0.5,65,24.7,1,65,40.3,0.62,to go,cash,M,TRUE,7,evening,FALSE,FALSE,4.383057024,short,3/1/2024,Wednesday,1
alpha,alpha032671,3/1/2024 18:04:00,coffee,Espresso,0.25,55,20.35,1,55,34.65,0.63,to go,mobile,M,FALSE,,evening,FALSE,FALSE,4.806241973,short,3/1/2024,Wednesday,1
alpha,alpha032672,3/1/2024 18:09:00,bakery,Croissant,,85,46.75,2,170,76.5,0.45,delivery,credit card,F,FALSE,,evening,FALSE,FALSE,7.810514125,moderate,3/1/2024,Wednesday,1
alpha,alpha032672,3/1/2024 18:09:00,tea,Yuzu Tea,0.5,70,24.5,2,140,91,0.65,delivery,credit card,F,FALSE,,evening,FALSE,FALSE,7.810514125,moderate,3/1/2024,Wednesday,1
alpha,alpha032673,3/1/2024 18:13:00,bakery,Sandwich,,80,28,1,80,52,0.65,delivery,credit card,M,FALSE,,evening,FALSE,FALSE,8.538546337,long,3/1/2024,Wednesday,1
alpha,alpha032673,3/1/2024 18:13:00,coffee,Iced Americano,0.75,45,13.5,2,90,63,0.7,delivery,credit card,M,FALSE,,evening,FALSE,FALSE,8.538546337,long,3/1/2024,Wednesday,1
